year,id,inv_w1,inviapply_w1,dige_w1,lerner_w1,bsize_w1,post_w1,bodi_w1,age_w1,fixpro_w1,exp_w1,flows_w1,subsidies_w1,profit_w1,industrycode,hyid,yb
2011,1020,3.43399,2.63906,3.000132,1.29483,1.94591,1,0.428571,2.30259,0.157687,0.113857,-0.070167,0.74661,8.04441,C39,21,21
2012,1020,3.8712,1.94591,3.223587,0.960486,1.94591,1,0.428571,2.3979,0.238923,0.125819,0.028832,1.14416,7.9263,C39,21,21
2013,1020,2.19722,1.94591,3.482338,1.15461,1.94591,1,0.428571,2.48491,0.243188,0.112722,0.053997,0.141817,7.90067,C39,21,21
2014,1020,3.13549,1.09861,3.548253,0.538604,1.94591,1,0.428571,2.56495,0.270947,0.148587,0.040419,0.218975,7.13509,C39,21,21
2015,1020,3.80666,1.09861,3.729127,0.594207,1.94591,1,0.428571,2.63906,0.270607,0.152085,0.091814,0.247839,7.26146,C39,21,21
2016,1020,1.60944,1.38629,3.778681,0.284288,1.94591,1,0.428571,2.70805,0.255446,0.158502,0.061356,0.11439,6.12934,C39,21,21
2017,1020,0.693147,0,3.887486,0.223481,1.94591,0,0.428571,2.77259,0.260047,0.147521,0.046263,0.084635,6.09945,C39,21,21
2011,1021,3.55535,2.94444,3.316643,1.76248,2.19722,0,0.333333,2.30259,0.012401,0.084789,-0.108154,1.15656,8.96979,I65,26,10
2012,1021,2.63906,2.07944,3.35096,1.90532,2.19722,0,0.333333,2.3979,0.018638,0.076214,-0.089188,1.1008,9.23545,I65,26,10
2013,1021,2.3979,1.79176,3.504571,1.61156,2.07944,0,0.375,2.48491,0.041353,0.093613,-0.080447,0.5331,9.31359,I65,26,10
2014,1021,4.75359,4.49981,3.706874,1.60933,2.19722,0,0.333333,2.56495,0.04477,0.065816,-0.128613,0.547601,9.79785,I65,26,10
2015,1021,4.12713,3.78419,3.75224,1.66091,2.30259,0,0.4,2.63906,0.031821,0.074958,-0.089603,0.447203,9.79156,I65,26,10
2016,1021,3.46574,2.70805,3.970327,1.13054,2.19722,0,0.333333,2.70805,0.021418,0.083108,-0.065002,0.436622,10.0169,I65,26,10
2017,1021,4.30407,3.63759,4.285087,1.41608,2.19722,0,0.333333,2.77259,0.038412,0.078069,-0.05146,0.292169,10.3341,I65,26,10
2011,1022,3.46574,2.94444,2.241732,1.47962,2.3979,1,0.454545,2.77259,0.02795,0.163787,-0.030434,2.20201,8.65652,C39,21,10
2012,1022,3.13549,2.94444,1.994378,0.104428,2.3979,0,0.454545,2.83321,0.03387,0.204279,0.023233,1.61994,7.55666,C39,21,10
2013,1022,3.13549,3.13549,1.928441,0.833345,2.3979,0,0.454545,2.89037,0.104162,0.151874,0.050281,2.02416,8.66772,C39,21,10
2014,1022,3.4012,3.13549,2.774649,1.25724,2.3979,0,0.454545,2.94444,0.104985,0.10053,0.064241,0.979998,9.19751,C39,21,10
2015,1022,3.09104,2.77259,2.998148,1.01006,2.3979,0,0.454545,2.99573,0.094987,0.11118,0.058239,2.19935,9.25702,C39,21,10
2016,1022,3.09104,2.70805,3.195728,1.15864,2.3979,0,0.454545,3.04452,0.068567,0.122758,0.03109,1.44722,9.4166,C39,21,10
2017,1022,3.49651,2.94444,3.560183,1.37754,2.3979,0,0.454545,3.09104,0.054733,0.133806,-0.006098,1.79244,9.53863,C39,21,10
2011,1023,0,0,0.9659388,1.26347,2.19722,0,0.333333,2.07944,0.10508,0.038887,-0.037177,0.432862,9.36755,C29,11,25
2012,1023,0.693147,0.693147,1.344346,1.0983,2.19722,0,0.333333,2.19722,0.16378,0.05127,0.056359,0.329332,9.35325,C26,8,25
2013,1023,1.94591,1.38629,1.360715,0.731577,2.19722,0,0.333333,2.30259,0.356065,0.055894,-0.012569,0.553931,8.83951,C26,8,25
2014,1023,0.693147,0.693147,1.522273,0.546604,2.19722,0,0.333333,2.3979,0.38746,0.039534,0.034495,0.349097,8.87493,C26,8,25
2015,1023,1.79176,1.09861,1.443538,0.879671,2.19722,0,0.333333,2.48491,0.326309,0.039105,0.133249,0.73966,9.51705,C26,8,25
2016,1023,2.89037,1.79176,1.67797,0.727725,1.60944,1,0.4,2.56495,0.332531,0.032147,-0.037994,0.221248,9.28313,C26,8,25
2017,1023,0,0,1.832882,0.879682,1.60944,1,0.4,2.63906,0.24364,0.02681,0.028823,0.478451,9.45985,C26,8,25
2011,1024,4.02535,1.94591,1.753997,2.6184,2.19722,1,0.333333,2.19722,0.078857,0.135279,-0.087442,0.380924,8.69224,C35,17,41
2012,1024,2.83321,1.94591,1.526157,2.57602,2.19722,1,0.333333,2.30259,0.152266,0.144196,-0.047099,0.392814,9.02707,C35,17,41
2013,1024,4.21951,2.56495,1.33737,2.10227,2.19722,1,0.333333,2.3979,0.173205,0.169726,0.082668,0.586779,9.18305,C35,17,41
2014,1024,4.04305,3.17805,1.316495,2.99171,2.19722,1,0.333333,2.48491,0.122283,0.169983,0.003291,1.45345,9.68582,C35,17,41
2015,1024,4.15888,3.04452,2.022115,2.16724,2.19722,1,0.333333,2.56495,0.15729,0.229962,0.035102,1.0661,8.59685,C35,17,41
2016,1024,4.2485,3.43399,2.383086,2.6102,2.19722,1,0.333333,2.63906,0.11463,0.18871,-0.022284,0.298246,8.61916,C35,17,41
2011,1025,1.60944,0.693147,1.364714,2.04985,1.94591,0,0.428571,2.3979,0.119752,0.067111,-0.041155,0.474284,9.58854,C38,20,21
2012,1025,1.38629,1.09861,1.040448,1.52339,1.79176,0,0.5,2.48491,0.139408,0.079803,0.053846,0.943656,9.3639,C38,20,21
2013,1025,2.07944,0.693147,1.402897,1.35298,1.94591,0,0.428571,2.56495,0.16529,0.082044,-0.023253,0.056016,9.27684,C38,20,21
2014,1025,2.19722,1.60944,1.827243,1.32228,1.94591,0,0.428571,2.63906,0.174247,0.084141,0.041141,0.11216,9.43799,C38,20,21
2015,1025,2.77259,1.60944,1.944361,1.11993,1.79176,0,0.5,2.70805,0.180119,0.095453,0.055712,0.363079,9.15631,C38,20,21
2016,1025,3.13549,2.3979,2.496206,0.962692,1.79176,0,0.5,2.77259,0.206312,0.098131,0.028745,0.125135,8.70346,C38,20,21
2017,1025,1.79176,1.38629,2.922683,0.743316,1.94591,0,0.428571,2.83321,0.1832,0.084983,-0.02125,0.414734,9.42216,C38,20,21
2011,1026,3.04452,0.693147,1.297655,0.652633,2.48491,1,0.333333,2.83321,0.259808,0.112584,0.007247,1.3859,8.85344,C29,11,23
2012,1026,3.17805,2.07944,1.420104,0.518472,2.48491,1,0.333333,2.89037,0.288637,0.10325,0.082764,1.35252,8.65732,C29,11,23
2013,1026,2.99573,2.3979,1.402701,0.713134,2.48491,1,0.333333,2.94444,0.362937,0.113882,0.084037,1.47914,9.07143,C29,11,23
2014,1026,3.93183,2.89037,1.719139,0.56161,2.48491,1,0.333333,2.99573,0.461602,0.11922,0.102853,0.840557,8.72002,C29,11,23
2015,1026,4.20469,3.04452,1.595224,0.603567,2.48491,1,0.333333,3.04452,0.556169,0.113255,0.064492,0.949,8.77386,C29,11,23
2016,1026,4.38203,3.4012,1.660272,0.581346,2.48491,1,0.333333,3.09104,0.537507,0.115815,0.088899,1.05839,8.84312,C29,11,23
2011,1027,3.73767,1.60944,1.831825,1.6324,2.19722,1,0.333333,1.94591,0.122896,0.094137,0.030832,0.327381,9.10241,C39,21,51
2012,1027,2.94444,1.60944,1.940041,0.995672,2.07944,1,0.375,2.07944,0.376254,0.124268,0.089034,0.389464,8.69285,C39,21,51
2013,1027,4.36945,1.79176,2.049062,0.962416,2.19722,0,0.333333,2.19722,0.363913,0.09405,0.102768,1.02971,8.9343,C39,21,51
2014,1027,4.83628,1.60944,2.654778,1.03506,2.19722,0,0.333333,2.30259,0.321282,0.089489,0.132529,0.848696,9.31671,C39,21,51
2015,1027,4.35671,2.30259,3.001302,1.25794,1.94591,0,0.428571,2.3979,0.290376,0.086174,0.114292,0.54559,9.88737,C39,21,51
2016,1027,5.0689,3.61092,3.647215,1.1017,2.07944,1,0.375,2.48491,0.260521,0.08809,0.07048,0.994582,9.6848,C39,21,51
2017,1027,5.14166,3.58352,4.793159,0.9802,2.19722,0,0.333333,2.56495,0.217003,0.080203,0.022695,1.66574,10.6159,C39,21,51
2011,1028,3.80666,3.04452,1.389962,0.962085,1.60944,1,0.4,1.79176,0.159452,0.151022,0.011082,1.33963,7.49836,C39,21,43
2012,1028,3.43399,2.99573,1.285643,0.795176,1.60944,1,0.4,1.94591,0.212381,0.138081,-0.03775,0.697962,7.30747,C39,21,43
2013,1028,3.21888,2.07944,1.597054,0.758003,1.60944,1,0.4,2.07944,0.201275,0.137237,-0.032242,0.683195,6.745,C39,21,43
2014,1028,3.55535,2.63906,2.445504,0.404149,1.60944,1,0.4,2.19722,0.225492,0.134819,0.027171,0.95001,6.37021,C39,21,43
2016,1028,3.2581,1.94591,2.476651,0.636009,1.60944,1,0.4,2.3979,0.188846,0.125619,0.043113,0.654621,6.4821,C39,21,43
2011,1029,0.693147,0.693147,1.706168,0.897449,2.19722,0,0.333333,2.63906,0.056993,0.05789,-0.129769,1.23423,8.84163,C29,11,51
2012,1029,3.46574,2.48491,1.814384,0.500876,2.19722,0,0.333333,2.70805,0.098632,0.070955,0.035552,0.64821,8.36718,C29,11,51
2013,1029,2.30259,1.94591,1.84633,0.246802,2.19722,0,0.333333,2.77259,0.095635,0.071027,-0.047978,0.715586,7.3881,C29,11,51
2014,1029,3.13549,2.77259,3.161954,0.18204,1.94591,0,0.428571,2.83321,0.21647,0.078342,0.001025,1.83329,7.93677,C29,11,51
2015,1029,2.77259,2.77259,3.578284,0.402505,1.94591,0,0.428571,2.89037,0.285279,0.100001,0.058538,1.03042,8.32134,C29,11,51
2016,1029,4.8828,3.58352,3.986696,0.477733,1.94591,0,0.428571,2.94444,0.219198,0.096814,0.030539,1.98855,9.71007,C29,11,51
2017,1029,3.13549,2.94444,5.011196,0.915229,1.94591,0,0.428571,2.99573,0.196097,0.088501,0.002727,0.688265,9.91246,C29,11,51
2011,1030,1.94591,0.693147,3.288588,2.83683,2.19722,1,0.333333,2.19722,0.093807,0.122925,-0.011722,0.992733,8.71933,C38,20,20
2012,1030,3.04452,1.79176,3.243906,0.782586,2.19722,1,0.333333,2.30259,0.095214,0.137264,-0.010387,1.13289,8.08702,C38,20,20
2013,1030,2.48491,1.79176,3.409398,0.083004,2.19722,1,0.333333,2.3979,0.089356,0.155139,-0.001793,1.07356,7.31829,C38,20,20
2014,1030,3.63759,2.70805,3.719684,1.46153,2.19722,1,0.333333,2.48491,0.10313,0.159985,0.026718,0.789068,9.15765,C38,20,20
2015,1030,4.31749,2.94444,3.86808,1.90808,2.19722,1,0.333333,2.56495,0.082169,0.162804,0.07376,0.872568,9.77076,C38,20,20
2016,1030,4.40672,2.89037,4.185795,1.90251,2.07944,0,0.375,2.63906,0.038831,0.127373,0.011923,0.493354,10.388,C38,20,20
2017,1030,4.78749,3.61092,4.297069,1.57496,2.19722,0,0.333333,2.70805,0.033368,0.127117,-0.010208,0.592462,10.6016,C38,20,20
2011,1031,0.693147,0.693147,2.527457,2.06037,1.79176,1,0.333333,1.79176,0.012401,0.329546,0.036655,1.15307,8.80991,C39,21,10
2012,1031,2.70805,2.63906,2.556343,-2.22463,1.79176,1,0.333333,1.94591,0.012401,0.375947,0.031544,4.00614,8.57188,C39,21,10
2013,1031,2.30259,2.30259,2.77061,-1.67372,1.79176,1,0.333333,2.07944,0.055201,0.375947,0.032958,1.41795,7.94922,C39,21,10
2015,1031,3.89182,3.63759,3.075223,-2.22463,1.79176,1,0.333333,2.30259,0.065966,0.375947,0.046384,4.09493,8.23683,C39,21,10
2016,1031,4.12713,3.93183,3.314934,-2.22463,1.79176,1,0.333333,2.3979,0.034512,0.375947,-0.057915,1.24388,7.02016,C39,21,10
2017,1031,4.11087,4.09434,3.589369,-1.23969,1.79176,1,0.333333,2.48491,0.031284,0.375947,-0.026534,1.17221,6.52784,C39,21,10
2011,1032,1.94591,0,1.200941,1.96061,2.19722,0,0.333333,2.3979,0.143147,0.06759,0.04994,0.705942,10.1035,C39,21,25
2012,1032,2.56495,2.07944,1.291666,1.91053,2.19722,0,0.333333,2.48491,0.152478,0.068988,0.138266,0.266469,9.75741,C30,12,25
2013,1032,2.70805,1.79176,1.235058,1.39152,2.19722,0,0.333333,2.56495,0.14038,0.092563,0.036217,0.161745,9.10441,C30,12,25
2014,1032,2.48491,0.693147,1.421938,1.55034,2.19722,0,0.333333,2.63906,0.151824,0.075863,-0.03501,0.154518,9.47969,C30,12,25
2015,1032,3.29584,1.60944,1.790111,1.27575,2.19722,0,0.333333,2.70805,0.160733,0.111172,0.039193,0.494914,9.81445,C30,12,25
2016,1032,3.98898,3.3673,1.971864,1.12218,2.19722,0,0.333333,2.77259,0.16334,0.10927,-0.016214,0.758009,9.94705,C30,12,25
2017,1032,3.80666,3.21888,1.98796,0.469655,2.19722,0,0.333333,2.83321,0.135686,0.12226,0.014373,0.318998,8.87661,C30,12,25
2011,1033,0.693147,0.693147,1.582141,0.94202,2.19722,1,0.333333,2.89037,0.060257,0.097809,0.016201,1.15329,8.6634,C26,8,20
2012,1033,0.693147,0.693147,1.468618,1.09702,2.19722,1,0.333333,2.94444,0.054082,0.10993,0.149597,0.330478,8.76557,C26,8,20
2013,1033,0.693147,0.693147,1.361185,1.31514,1.79176,1,0.5,2.99573,0.355236,0.099047,0.039076,0.499196,9.0737,C26,8,20
2014,1033,1.38629,1.09861,1.457239,1.33998,2.19722,1,0.333333,3.04452,0.341202,0.100482,0.090754,0.858878,9.23167,C26,8,20
2015,1033,1.38629,1.38629,1.706014,1.06244,2.19722,0,0.333333,3.09104,0.31407,0.117403,0.033181,0.393055,8.86525,C26,8,20
2016,1033,2.70805,1.09861,2.118447,1.21201,2.19722,0,0.333333,3.13549,0.270302,0.109561,0.077863,0.440999,8.93952,C26,8,20
2017,1033,0,0,2.245095,0.807792,1.94591,1,0.428571,3.17805,0.239486,0.10722,0.072892,0.274381,8.48644,C26,8,20
2016,1034,0.693147,0.693147,3.919916,0.009614,2.19722,0,0.333333,2.77259,0.036356,0.012291,-0.133679,0.103102,8.06973,I64,25,20
2017,1034,1.38629,1.38629,3.93326,0.016486,2.19722,0,0.333333,2.83321,0.019207,0.012291,-0.123147,0.082392,8.86645,I64,25,20
2011,1035,2.63906,0.693147,2.21842,2.34327,1.94591,1,0.428571,1.79176,0.298323,0.149291,0.071677,0.383643,8.01479,C39,21,51
2012,1035,2.99573,2.30259,2.339295,1.97272,1.94591,1,0.428571,1.94591,0.358386,0.153154,0.069586,0.457183,8.10133,C39,21,51
2013,1035,2.70805,2.56495,2.774479,1.5748,1.94591,1,0.428571,2.07944,0.459778,0.181046,0.062836,0.768284,7.85562,C39,21,51
2014,1035,3.61092,2.70805,2.750964,1.65766,1.94591,1,0.428571,2.19722,0.485696,0.154533,0.094742,0.257494,8.15232,C39,21,51
2015,1035,4.81218,4.07754,3.70051,0.500609,1.94591,1,0.428571,2.30259,0.541376,0.178356,0.089227,0.5455,7.95102,C39,21,51
2016,1035,3.7612,2.83321,3.883974,0.799133,1.94591,1,0.428571,2.3979,0.545823,0.16554,0.035344,0.853584,7.48692,C39,21,51
2017,1035,4.29046,3.3673,4.441739,1.50133,1.94591,1,0.428571,2.48491,0.376773,0.166939,0.048483,0.918341,8.80145,C39,21,51
2011,1036,3.49651,2.63906,0.9592493,1.26765,2.19722,0,0.333333,2.07944,0.153363,0.136591,-0.137731,0.545967,9.08154,C35,17,21
2012,1036,2.77259,2.30259,1.320256,1.42039,2.19722,0,0.333333,2.19722,0.137322,0.153435,0.073596,0.363623,9.49861,C35,17,21
2013,1036,2.89037,2.07944,1.479972,1.74217,2.07944,0,0.375,2.30259,0.130272,0.152602,-0.044545,0.396565,10.2137,C35,17,21
2014,1036,4.02535,3.09104,2.656357,1.74467,2.07944,0,0.375,2.3979,0.130984,0.13528,0.068341,0.672163,10.1837,C35,17,21
2015,1036,4.27667,3.3673,2.696399,0.643844,2.07944,0,0.375,2.48491,0.247413,0.168918,0.017437,0.431725,6.7637,C35,17,21
2017,1036,4.17439,2.70805,2.459798,1.16205,1.94591,0,0.428571,2.63906,0.264139,0.119261,0.004653,0.272475,8.88856,C35,17,21
2012,1037,1.60944,1.60944,3.372187,2.86982,1.94591,0,0.428571,2.94444,0.08776,0.288835,0.100499,1.36289,9.01315,I65,26,10
2013,1037,1.79176,1.60944,3.437296,2.39493,1.94591,0,0.428571,2.99573,0.082367,0.311544,0.07022,1.85687,8.86328,I65,26,10
2014,1037,1.94591,1.94591,3.683262,2.79099,1.94591,0,0.428571,3.04452,0.075653,0.331602,0.076771,1.64465,9.2849,I65,26,10
2015,1037,2.07944,1.60944,3.858041,2.80224,2.07944,0,0.5,3.09104,0.092206,0.336777,0.052367,1.97713,9.53468,I65,26,10
2016,1037,1.60944,1.09861,3.90589,2.20826,1.94591,0,0.428571,3.13549,0.083803,0.297368,0.043443,1.73173,9.67029,I65,26,10
2017,1037,1.94591,1.94591,4.30642,1.69634,1.94591,0,0.428571,3.17805,0.07518,0.275272,0.072736,2.05472,9.86028,I65,26,10
2011,1038,2.19722,2.19722,1.061414,2.11237,2.30259,0,0.333333,2.19722,0.218688,0.125429,0.062026,1.18842,8.79407,C29,11,20
2012,1038,1.79176,1.09861,1.874084,1.94284,2.19722,0,0.333333,2.30259,0.188612,0.129468,0.093297,0.473351,8.76277,C29,11,20
2013,1038,2.30259,1.60944,2.038458,1.79013,2.07944,0,0.375,2.3979,0.288108,0.136258,0.063227,0.520949,8.79064,C29,11,20
2014,1038,2.30259,2.30259,2.450197,1.66987,1.94591,1,0.428571,2.48491,0.284231,0.124342,0.067942,0.683728,8.87144,C29,11,20
2015,1038,2.70805,2.07944,2.799039,1.24255,2.19722,1,0.333333,2.56495,0.21842,0.101952,0.041255,0.332039,9.36999,C29,11,20
2016,1038,4.55388,2.94444,2.984015,1.05975,2.07944,1,0.375,2.63906,0.124599,0.111348,0.045336,0.292362,9.9004,C29,11,20
2017,1038,3.97029,2.99573,3.028306,1.30215,2.19722,0,0.333333,2.70805,0.137059,0.105653,0.081993,0.294059,10.5245,C29,11,20
2014,1039,1.09861,1.09861,2.553733,1.42261,1.60944,1,0.4,2.30259,0.146531,0.074536,-0.037081,0.260615,8.82723,I65,26,10
2015,1039,2.07944,1.79176,2.841806,1.42516,1.60944,1,0.4,2.3979,0.129269,0.091763,0.06826,0.592982,9.18962,I65,26,10
2016,1039,1.79176,1.60944,2.971381,1.4391,1.60944,1,0.4,2.48491,0.111109,0.068077,0.000078,0.126201,9.54337,I65,26,10
2017,1039,1.94591,1.09861,3.216334,1.5638,1.60944,1,0.4,2.56495,0.098914,0.078156,-0.024066,0.278628,9.57582,I65,26,10
2011,1040,0,0,2.134893,0.843658,2.19722,1,0.333333,1.94591,0.07069,0.089741,0.071829,0.940281,8.5871,C39,21,51
2012,1040,1.79176,0,2.300314,0.417234,1.94591,1,0.428571,2.07944,0.071709,0.128469,-0.072904,1.16743,8.18475,C39,21,51
2013,1040,3.17805,2.30259,2.240559,0.649629,1.94591,1,0.428571,2.19722,0.19924,0.096299,0.051142,1.09971,8.49915,C39,21,51
2014,1040,3.13549,1.09861,3.370151,1.03451,1.94591,1,0.428571,2.30259,0.199605,0.090139,0.065766,0.796661,9.15535,C39,21,51
2015,1040,3.04452,1.38629,3.706498,1.21736,1.94591,1,0.428571,2.3979,0.161818,0.088935,0.045479,1.11897,9.71328,C39,21,51
2016,1040,4.48864,2.3979,3.888341,1.19549,1.94591,1,0.428571,2.48491,0.139476,0.080119,0.083621,0.530604,9.84915,C39,21,51
2017,1040,5.14749,3.21888,4.457715,1.35751,1.94591,1,0.428571,2.56495,0.155078,0.073305,0.025082,0.693519,10.3873,C39,21,51
2011,1041,1.60944,1.60944,1.134175,0.921304,2.19722,0,0.333333,1.94591,0.323831,0.106946,0.044837,1.16836,8.78508,C26,8,25
2012,1041,2.89037,2.89037,1.166008,0.701707,2.19722,0,0.333333,2.07944,0.323786,0.147883,0.058923,0.971577,8.51182,C27,9,25
2013,1041,2.99573,2.99573,1.066822,1.22395,2.19722,0,0.333333,2.19722,0.400222,0.17027,0.059603,0.267436,8.99358,C27,9,25
2014,1041,3.2581,3.17805,1.296281,1.40585,2.19722,0,0.333333,2.30259,0.399544,0.19464,0.122925,0.24243,9.41998,C27,9,25
2015,1041,3.52636,3.49651,1.686292,1.64486,2.19722,0,0.333333,2.3979,0.355386,0.171404,0.104152,0.510536,9.7591,C27,9,25
2016,1041,3.13549,3.09104,1.809152,1.16949,2.19722,0,0.333333,2.48491,0.345267,0.133611,0.106998,0.890126,9.73967,C27,9,25
2017,1041,4.18965,4.07754,1.785227,1.42442,2.3979,0,0.363636,2.56495,0.238721,0.126731,0.030961,0.23372,10.4366,C27,9,25
2011,1042,2.48491,1.60944,1.795663,2.63472,1.94591,1,0.428571,2.07944,0.131303,0.148972,0.078784,1.16322,8.53081,C33,15,31
2012,1042,0.693147,0,1.933786,1.71666,1.94591,1,0.428571,2.19722,0.167721,0.179744,-0.029741,1.31807,8.00657,C30,12,31
2013,1042,1.38629,0.693147,1.854242,2.14318,1.94591,0,0.428571,2.30259,0.147167,0.138019,-0.036763,0.420306,8.68643,C30,12,31
2014,1042,1.94591,0.693147,2.121284,2.68167,1.94591,0,0.428571,2.3979,0.132752,0.12369,0.078818,0.630882,9.40502,C30,12,31
2015,1042,2.83321,1.79176,2.215667,1.99453,1.94591,0,0.428571,2.48491,0.110081,0.141108,0.019451,1.61887,8.97247,C30,12,31
2016,1042,1.79176,1.38629,2.757397,0.728202,1.94591,0,0.428571,2.56495,0.189356,0.170688,0.047997,0.96582,8.13167,C30,12,31
2016,1043,0.693147,0.693147,4.174935,1.09172,1.94591,0,0.428571,3.13549,0.051085,0.375947,0.025896,1.02327,7.60149,I65,26,51
2011,1044,3.2581,1.60944,1.407988,2.53729,2.19722,1,0.333333,1.94591,0.094135,0.201138,0.050803,1.74904,8.3974,C26,8,20
2012,1044,3.4012,2.56495,1.50864,1.22578,2.19722,0,0.333333,2.07944,0.081162,0.356793,0.057339,4.09493,8.38949,C26,8,20
2013,1044,2.70805,2.3979,1.67549,1.22577,2.19722,0,0.333333,2.19722,0.05418,0.296462,0.035507,2.19177,8.52867,C26,8,20
2014,1044,3.43399,2.77259,1.838309,2.08517,2.19722,0,0.333333,2.30259,0.145447,0.142175,0.021419,0.296856,8.97824,C26,8,20
2015,1044,3.91202,3.71357,1.837196,1.77527,2.19722,0,0.333333,2.3979,0.1571,0.162658,-0.004721,0.40176,8.48664,C26,8,20
2016,1044,5.01064,4.91998,2.118447,1.89005,2.19722,0,0.333333,2.48491,0.130888,0.176591,0.046581,0.486903,8.69347,C26,8,20
2017,1044,5.02388,4.8828,2.382314,1.77075,2.19722,0,0.333333,2.56495,0.132453,0.153464,0.064018,0.810651,9.03201,C26,8,20
2011,1045,1.38629,1.09861,1.93216,3.01241,2.19722,1,0.333333,2.48491,0.012401,0.272467,0.071471,1.79702,8.43019,C35,17,51
2012,1045,0,0,2.300314,1.79956,2.07944,1,0.375,2.56495,0.333727,0.274266,0.090638,1.59616,8.33219,C35,17,51
2013,1045,0,0,2.192904,2.07754,1.94591,0,0.428571,2.63906,0.33792,0.325364,0.072466,1.51416,8.44186,C35,17,51
2014,1045,1.38629,0,1.879479,2.46038,1.94591,0,0.428571,2.70805,0.338892,0.321949,0.105641,1.35727,8.69102,C35,17,51
2015,1045,1.60944,0,2.295809,2.81178,1.94591,0,0.428571,2.77259,0.252438,0.238984,0.084094,1.56925,8.91212,C35,17,51
2016,1045,2.07944,1.60944,3.038136,2.05221,1.94591,0,0.428571,2.83321,0.118286,0.226483,0.018746,1.15017,8.72078,C35,17,51
2017,1045,3.3673,2.99573,3.12221,0.582706,1.79176,0,0.333333,2.89037,0.117668,0.282147,-0.008293,1.84749,8.5628,C35,17,51
2011,1046,0.693147,0.693147,1.509585,1.43198,1.94591,0,0.428571,2.63906,0.288682,0.060465,0.069823,1.0516,7.97538,C27,9,1
2012,1046,0,0,1.324643,1.83186,1.94591,0,0.428571,2.70805,0.411681,0.076812,0.011245,0.437239,8.33912,C27,9,1
2013,1046,1.60944,0.693147,1.292621,1.46246,1.94591,0,0.428571,2.77259,0.393564,0.056865,0.01748,1.6136,8.54129,C27,9,1
2014,1046,0,0,1.603578,0.47102,1.94591,0,0.428571,2.83321,0.390002,0.082845,-0.023063,0.52254,6.47569,C27,9,1
2015,1046,0.693147,0,2.007878,0.481553,1.94591,0,0.428571,2.89037,0.256532,0.077138,0.058425,0.487337,6.6047,C27,9,1
2016,1046,1.38629,1.09861,1.814642,0.553538,1.94591,0,0.428571,2.94444,0.221754,0.086594,0.048657,0.855931,7.73168,C27,9,1
2017,1046,1.60944,1.38629,1.702481,0.827739,1.94591,0,0.428571,2.99573,0.506835,0.081461,-0.003208,0.281788,7.8799,C27,9,1
2011,1047,2.63906,1.60944,1.282519,1.25995,2.19722,1,0.333333,2.3979,0.142867,0.108088,0.015512,0.470124,8.24489,C39,21,51
2012,1047,0,0,1.390735,1.09671,2.19722,1,0.333333,2.48491,0.21037,0.080006,0.077538,0.187532,8.59672,C39,21,51
2013,1047,0,0,1.79365,0.799033,2.19722,1,0.333333,2.56495,0.193075,0.098966,0.146224,1.24863,8.7899,C39,21,51
2014,1047,3.58352,2.94444,2.188998,0.435419,2.19722,1,0.333333,2.63906,0.27739,0.090548,0.12199,0.245251,7.88026,C39,21,51
2015,1047,1.09861,0.693147,2.295809,0.402865,2.19722,1,0.333333,2.70805,0.343133,0.079213,0.016528,0.986626,8.18176,C39,21,51
2016,1047,3.2581,2.19722,2.798349,0.682949,2.07944,1,0.375,2.77259,0.236001,0.08898,0.000986,0.876177,8.6563,C39,21,51
2017,1047,4.36945,2.99573,3.339869,0.739595,2.19722,1,0.333333,2.83321,0.212221,0.0817,0.089607,2.80451,9.65839,C39,21,51
2011,1049,2.89037,2.77259,1.200941,0.787029,2.19722,0,0.333333,2.30259,0.095418,0.024389,-0.072725,0.758978,8.456,C26,8,25
2012,1049,0.693147,0.693147,1.166008,0.761698,2.19722,0,0.333333,2.3979,0.097454,0.035585,0.091459,0.40091,8.38878,C26,8,25
2013,1049,2.07944,2.07944,1.157982,0.753116,2.19722,0,0.333333,2.48491,0.160898,0.040613,0.0167,0.223178,8.22928,C26,8,25
2014,1049,2.63906,2.48491,1.296281,0.878481,2.19722,0,0.333333,2.56495,0.130236,0.040723,-0.015371,0.289729,8.46589,C26,8,25
2015,1049,0,0,0.9531232,1.01577,2.19722,0,0.333333,2.63906,0.213173,0.056835,-0.137731,0.278747,8.74495,C26,8,25
2016,1049,0,0,1.62529,1.06492,2.19722,1,0.333333,2.70805,0.290317,0.056719,0.240904,0.162509,7.80077,C26,8,25
2017,1049,2.3979,2.3979,1.832882,0.668497,2.19722,0,0.333333,2.77259,0.259537,0.044914,0.071974,0.246955,8.19838,C26,8,25
2012,1050,1.09861,1.09861,2.398068,1.49793,2.19722,0,0.333333,2.3979,0.113683,0.182273,0.082033,0.07778,8.68937,I65,26,20
2013,1050,0.693147,0.693147,2.66253,1.79798,2.19722,0,0.333333,2.48491,0.138297,0.198207,0.063545,0.157818,8.9306,I65,26,20
2014,1050,1.09861,1.09861,2.839049,1.76138,2.19722,0,0.333333,2.56495,0.117622,0.213214,0.06856,0.046193,9.0675,I65,26,20
2015,1050,1.38629,1.38629,2.956732,0.746629,2.19722,1,0.333333,2.63906,0.09573,0.25573,0.041636,0.500052,8.42757,I65,26,20
2016,1050,2.30259,2.30259,3.322714,1.09293,2.19722,1,0.333333,2.70805,0.261242,0.201945,0.055553,0.28083,8.68177,I65,26,20
